TF_NAME	SYNONYM	DNA_BINDING	GEO_TF_NAME	JASPAR_TF_NAME	PFM_ID	VERSION	JASPAR_ID	COLLECTION	CELL_LINE	DATA_SET	ID
AHR	BHLHE76	yes	AHR	AHR::ARNT	MA0006	1	9234	CORE	MCF7	GSE41820	GSE41820.AHR.MCF7
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP	GSE31294	GSE31294.AR.LNCAP
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_R1881_10C30	GSE32892	GSE32892.AR.VCAP_R1881_10C30
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_R1881_10C26	GSE32892	GSE32892.AR.VCAP_R1881_10C26
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP	GSE32892	GSE32892.AR.VCAP
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_R1881_1C26	GSE32892	GSE32892.AR.VCAP_R1881_1C26
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_R1881	GSE32892	GSE32892.AR.VCAP_R1881
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_R1881_0	GSE32892	GSE32892.AR.VCAP_R1881_0
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_R1881_1C30	GSE32892	GSE32892.AR.VCAP_R1881_1C30
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAPRATGR_CPA	GSE36620	GSE36620.AR.LNCAPRATGR_CPA
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_DHT	GSE36620	GSE36620.AR.VCAP_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAPRATGR_BICA	GSE36620	GSE36620.AR.LNCAPRATGR_BICA
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAPRATGR_RU486	GSE36620	GSE36620.AR.LNCAPRATGR_RU486
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAPRATGR_VEH	GSE36620	GSE36620.AR.LNCAPRATGR_VEH
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAPRATGR_DHT_DEX	GSE36620	GSE36620.AR.LNCAPRATGR_DHT_DEX
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_SHFOXA1_R1881_HD	GSE37345	GSE37345.AR.LNCAP_SHFOXA1_R1881_HD
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_SHCTR_R1881	GSE37345	GSE37345.AR.LNCAP_SHCTR_R1881
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_SHCTR_R1881_HD	GSE37345	GSE37345.AR.LNCAP_SHCTR_R1881_HD
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_SHFOXA1_R1881	GSE37345	GSE37345.AR.LNCAP_SHFOXA1_R1881
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_ABL	GSE39459	GSE39459.AR.LNCAP_ABL
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	C42B_DHT	GSE40050	GSE40050.AR.C42B_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	22RV1	GSE40050	GSE40050.AR.22RV1
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	C42B	GSE40050	GSE40050.AR.C42B
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_DHT	GSE40050	GSE40050.AR.LNCAP_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP	GSE40050	GSE40050.AR.LNCAP
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	22RV1_DHT	GSE40050	GSE40050.AR.22RV1_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP	GSE43720	GSE43720.AR.LNCAP
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_DHT	GSE43720	GSE43720.AR.LNCAP_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP	GSE43785	GSE43785.AR.LNCAP
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	PROSTATE	GSE43785	GSE43785.AR.PROSTATE
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_DHT	GSE43785	GSE43785.AR.LNCAP_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	MDAMB453_DHT	GSE45201	GSE45201.AR.MDAMB453_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_SHETV1	GSE47120	GSE47120.AR.LNCAP_SHETV1
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_SHCTR	GSE47120	GSE47120.AR.LNCAP_SHCTR
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	DU145_FOXA1_ARC562S	GSE47987	GSE47987.AR.DU145_FOXA1_ARC562S
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	DU145_FOXA1	GSE47987	GSE47987.AR.DU145_FOXA1
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	DU145_FOXA1_ARG56W	GSE47987	GSE47987.AR.DU145_FOXA1_ARG56W
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	DU145_ARC562S	GSE47987	GSE47987.AR.DU145_ARC562S
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	DU145	GSE47987	GSE47987.AR.DU145
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	DU145_FOXA1_HIGH	GSE47987	GSE47987.AR.DU145_FOXA1_HIGH
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	DU145_FOXA1_ARQ6540X	GSE47987	GSE47987.AR.DU145_FOXA1_ARQ6540X
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	DU145_ARQ6540X	GSE47987	GSE47987.AR.DU145_ARQ6540X
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	DU145_ARG56W	GSE47987	GSE47987.AR.DU145_ARG56W
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAPARHI_AR_DHT1NM	GSE48308	GSE48308.AR.LNCAPARHI_AR_DHT1NM
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAPARMO_AR	GSE48308	GSE48308.AR.LNCAPARMO_AR
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_DHT1NM	GSE48308	GSE48308.AR.LNCAP_DHT1NM
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_DHT100NM	GSE48308	GSE48308.AR.LNCAP_DHT100NM
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAPARMO_AR_DHT100NM	GSE48308	GSE48308.AR.LNCAPARMO_AR_DHT100NM
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAPARMO_AR_DHT1NM	GSE48308	GSE48308.AR.LNCAPARMO_AR_DHT1NM
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP	GSE48308	GSE48308.AR.LNCAP
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAPARHI_AR	GSE48308	GSE48308.AR.LNCAPARHI_AR
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAPARHI_AR_DHT100NM	GSE48308	GSE48308.AR.LNCAPARHI_AR_DHT100NM
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	MCF7	GSE48930	GSE48930.AR.MCF7
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_SHGATA2	GSE52725	GSE52725.AR.LNCAP_SHGATA2
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_SHCTR	GSE52725	GSE52725.AR.LNCAP_SHCTR
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	PC3	GSE54110	GSE54110.AR.PC3
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	PC3_R1881	GSE54110	GSE54110.AR.PC3_R1881
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_DHT_JQ1	GSE55062	GSE55062.AR.VCAP_DHT_JQ1
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_DHT_BICALUTAMIDE	GSE55062	GSE55062.AR.VCAP_DHT_BICALUTAMIDE
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_DHT	GSE55062	GSE55062.AR.VCAP_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP	GSE55062	GSE55062.AR.VCAP
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_DHT_MDV3100	GSE55062	GSE55062.AR.VCAP_DHT_MDV3100
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP	GSE56086	GSE56086.AR.VCAP
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	PROSTATE_CANCER	GSE56288	GSE56288.AR.PROSTATE_CANCER
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LHSAR_FOXA1_HOXB13	GSE56288	GSE56288.AR.LHSAR_FOXA1_HOXB13
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	PROSTATE_NORMAL	GSE56288	GSE56288.AR.PROSTATE_NORMAL
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LHSAR_LACZ	GSE56288	GSE56288.AR.LHSAR_LACZ
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_DHT24H	GSE58428	GSE58428.AR.LNCAP_DHT24H
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_DHT24H_SHFOXP1	GSE58428	GSE58428.AR.VCAP_DHT24H_SHFOXP1
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_DHT24H_SHFOXA1	GSE58428	GSE58428.AR.LNCAP_DHT24H_SHFOXA1
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_DHT24H_SHFOXA1	GSE58428	GSE58428.AR.VCAP_DHT24H_SHFOXA1
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_DHT24H	GSE58428	GSE58428.AR.VCAP_DHT24H
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_ETOH24H	GSE58428	GSE58428.AR.VCAP_ETOH24H
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_DHT24H_SHRUNX1	GSE58428	GSE58428.AR.VCAP_DHT24H_SHRUNX1
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	22RV1_ARFL_ARVS	GSE58478	GSE58478.AR.22RV1_ARFL_ARVS
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	22RV1	GSE58478	GSE58478.AR.22RV1
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	22RV1_ARVS	GSE58478	GSE58478.AR.22RV1_ARVS
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_ETOH_SHCTR	GSE61268	GSE61268.AR.LNCAP_ETOH_SHCTR
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_R1881	GSE61268	GSE61268.AR.LNCAP_R1881
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_HOTAIR	GSE61268	GSE61268.AR.LNCAP_HOTAIR
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP	GSE61268	GSE61268.AR.LNCAP
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	C42B_R1881_SHCTR	GSE61268	GSE61268.AR.C42B_R1881_SHCTR
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_R1881_SHCTR	GSE61268	GSE61268.AR.LNCAP_R1881_SHCTR
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	C42B_ETOH_SHCTR	GSE61268	GSE61268.AR.C42B_ETOH_SHCTR
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_R1881_HOTAIR	GSE61268	GSE61268.AR.LNCAP_R1881_HOTAIR
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	PROSTATE_ETOH	GSE61838	GSE61838.AR.PROSTATE_ETOH
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	PROSTATE_DHT	GSE61838	GSE61838.AR.PROSTATE_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP	GSE63202	GSE63202.AR.LNCAP
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	C42_ETOH	GSE65066	GSE65066.AR.C42_ETOH
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_MIB	GSE65066	GSE65066.AR.LNCAP_MIB
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	C42_MIB	GSE65066	GSE65066.AR.C42_MIB
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_ETOH	GSE65066	GSE65066.AR.LNCAP_ETOH
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	PROSTATE_RES	GSE65478	GSE65478.AR.PROSTATE_RES
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	PROSTATE	GSE65478	GSE65478.AR.PROSTATE
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_R1881	GSE69043	GSE69043.AR.LNCAP_R1881
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_SHFOXA1_RPMIFBS	GSE69043	GSE69043.AR.LNCAP_SHFOXA1_RPMIFBS
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_ETOH	GSE69043	GSE69043.AR.LNCAP_ETOH
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_SHGATA2_R1881	GSE69043	GSE69043.AR.LNCAP_SHGATA2_R1881
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_SHGATA2_ETOH	GSE69043	GSE69043.AR.LNCAP_SHGATA2_ETOH
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_RPMIFBS	GSE69043	GSE69043.AR.LNCAP_RPMIFBS
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_SHFOXA1_PHFRPMIFCS	GSE69043	GSE69043.AR.LNCAP_SHFOXA1_PHFRPMIFCS
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_PHFRPMIFCS	GSE69043	GSE69043.AR.LNCAP_PHFRPMIFCS
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	MDAMB453_R1881	GSE70161	GSE70161.AR.MDAMB453_R1881
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	MDAMB453_R1881_SIPIAS1	GSE70161	GSE70161.AR.MDAMB453_R1881_SIPIAS1
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	MDAMB453_R1881_SICTR	GSE70161	GSE70161.AR.MDAMB453_R1881_SICTR
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	C42	GSE71704	GSE71704.AR.C42
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	C42_SHPSA	GSE71704	GSE71704.AR.C42_SHPSA
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	C42B-SR2211	GSE72714	GSE72714.AR.C42B-SR2211
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	C42B	GSE72714	GSE72714.AR.C42B
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	MDAMB45_DHT	GSE74069	GSE74069.AR.MDAMB45_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	MDAMB45	GSE74069	GSE74069.AR.MDAMB45
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	MDAMB45_MPA	GSE74069	GSE74069.AR.MDAMB45_MPA
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_DHT	GSE79128	GSE79128.AR.VCAP_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_SH1_R1881	GSE79128	GSE79128.AR.VCAP_SH1_R1881
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_SH1_DHT	GSE79128	GSE79128.AR.VCAP_SH1_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_SH2_R1881	GSE79128	GSE79128.AR.VCAP_SH2_R1881
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_SH2_DHT	GSE79128	GSE79128.AR.VCAP_SH2_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_R1881	GSE79128	GSE79128.AR.VCAP_R1881
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_SH3_DHT	GSE79128	GSE79128.AR.VCAP_SH3_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_DHT	GSE83860	GSE83860.AR.LNCAP_DHT
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_TNFA	GSE83860	GSE83860.AR.LNCAP_TNFA
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_DHT_TNFA	GSE83860	GSE83860.AR.LNCAP_DHT_TNFA
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	LNCAP_DMSO	GSE83860	GSE83860.AR.LNCAP_DMSO
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_R1881_30M	GSE84432	GSE84432.AR.VCAP_R1881_30M
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	VCAP_R1881_4H	GSE84432	GSE84432.AR.VCAP_R1881_4H
AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	yes	AR	AR	MA0007	3	10799	CORE	MCF7	ERP001226	ERP001226.AR.MCF7
