TF_NAME	SYNONYM	DNA_BINDING	ENCODE_TF_NAME	JASPAR_TF_NAME	PFM_ID	VERSION	JASPAR_ID	COLLECTION	CELL_LINE	DATA_SET
ARID3A	BRIGHT|DRIL1|DRIL3|E2FBP1	yes	ARID3A	ARID3A	MA0151	1	9389	CORE	HepG2	ENCSR000EDP
ARID3A	BRIGHT|DRIL1|DRIL3|E2FBP1	yes	ARID3A	ARID3A	MA0151	1	9389	CORE	K562	ENCSR000EFY
ARID3A	BRIGHT|DRIL1|DRIL3|E2FBP1	yes	ARID3A	ARID3A	MA0151	1	9389	CORE	GM12878	ENCSR725LYT
ARNT	HIF-1-BETA|HIF-1BETA|HIF1-BETA|HIF1B|HIF1BETA|TANGO|BHLHE2	yes	ARNT	ARNT	MA0004	1	9232	CORE	K562	ENCSR155KHM
ATF1	EWS-ATF1|FUS/ATF-1|TREB36	yes	ATF1	ATF1	MA0604	1	10767	CORE	K562	ENCSR000DNZ
ATF1	EWS-ATF1|FUS/ATF-1|TREB36	yes	EGFP-ATF1	ATF1	MA0604	1	10767	CORE	K562	ENCSR091GVJ
ATF1	EWS-ATF1|FUS/ATF-1|TREB36	yes	FLAG-ATF1	ATF1	MA0604	1	10767	CORE	K562	ENCSR159OCC
ATF1	EWS-ATF1|FUS/ATF-1|TREB36	yes	FLAG-ATF1	ATF1	MA0604	1	10767	CORE	HepG2	ENCSR253OON
ATF3	NA	yes	ATF3	ATF3	MA0605	1	10768	CORE	GM12878	ENCSR000BJY
ATF3	NA	yes	ATF3	ATF3	MA0605	1	10768	CORE	H1-hESC	ENCSR000BKC
ATF3	NA	yes	ATF3	ATF3	MA0605	1	10768	CORE	HepG2	ENCSR000BKE
ATF3	NA	yes	ATF3	ATF3	MA0605	1	10768	CORE	K562	ENCSR000BNU
ATF3	NA	yes	ATF3	ATF3	MA0605	1	10768	CORE	A549	ENCSR000BPS
ATF3	NA	yes	ATF3	ATF3	MA0605	1	10768	CORE	HCT116	ENCSR000BUG
ATF3	NA	yes	ATF3	ATF3	MA0605	1	10768	CORE	K562	ENCSR000DOG
ATF3	NA	yes	ATF3	ATF3	MA0605	1	10768	CORE	liver	ENCSR205FOW
ATF3	NA	yes	ATF3	ATF3	MA0605	1	10768	CORE	liver	ENCSR480LIS
ATF4	CREB-2|CREB2|TAXREB67|TXREB	yes	FLAG-ATF4	ATF4	MA0833	1	11048	CORE	HepG2	ENCSR669LCD
ATF7	ATFA	yes	ATF7	ATF7	MA0834	1	11049	CORE	K562	ENCSR972ZBV
BACH1	BACH-1	yes	BACH1	BACH1::MAFK	MA0591	1	10753	CORE	H1-hESC	ENCSR000EBQ
BACH1	BACH-1	yes	BACH1	BACH1::MAFK	MA0591	1	10753	CORE	K562	ENCSR000EGD
BACH1	BACH-1	yes	BACH1	BACH1::MAFK	MA0591	1	10753	CORE	A549	ENCSR043EHG
BACH1	BACH-1	yes	BACH1	BACH1::MAFK	MA0591	1	10753	CORE	GM12878	ENCSR585CVE
BACH1	BACH-1	yes	BACH1	BACH1::MAFK	MA0591	1	10753	CORE	HepG2	ENCSR699TNT
BACH1	BACH-1	yes	EGFP-BACH1	BACH1::MAFK	MA0591	1	10753	CORE	K562	ENCSR740NPG
BATF	B-ATF|BATF1|SFA-2|SFA2	yes	BATF	BATF::JUN	MA0462	1	10582	CORE	GM12878	ENCSR000BGT
BHLHE40	BHLHB2|DEC1|HLHB2|SHARP-2|STRA13|STRA14	yes	BHLHE40	BHLHE40	MA0464	2	11029	CORE	HepG2	ENCSR000BID
BHLHE40	BHLHB2|DEC1|HLHB2|SHARP-2|STRA13|STRA14	yes	BHLHE40	BHLHE40	MA0464	2	11029	CORE	A549	ENCSR000DYJ
BHLHE40	BHLHB2|DEC1|HLHB2|SHARP-2|STRA13|STRA14	yes	BHLHE40	BHLHE40	MA0464	2	11029	CORE	GM12878	ENCSR000DZJ
BHLHE40	BHLHB2|DEC1|HLHB2|SHARP-2|STRA13|STRA14	yes	BHLHE40	BHLHE40	MA0464	2	11029	CORE	HepG2	ENCSR000EDT
BHLHE40	BHLHB2|DEC1|HLHB2|SHARP-2|STRA13|STRA14	yes	BHLHE40	BHLHE40	MA0464	2	11029	CORE	K562	ENCSR000EGV
BHLHE40	BHLHB2|DEC1|HLHB2|SHARP-2|STRA13|STRA14	yes	BHLHE40	BHLHE40	MA0464	2	11029	CORE	GM12878	ENCSR517QHU
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	HepG2	ENCSR000BQI
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	K562	ENCSR000BRQ
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	GM12878	ENCSR000BRX
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	HCT116	ENCSR000BSD
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	MCF-7	ENCSR000BSR
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	Ishikawa	ENCSR000BTT
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	A549	ENCSR000BUB
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	A549	ENCSR000DYI
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	H1-hESC	ENCSR000EBV
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	HeLa-S3	ENCSR000EDA
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	HepG2	ENCSR000EEE
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	HepG2	ENCSR000EEX
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	IMR-90	ENCSR000EFM
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	K562	ENCSR000EHE
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	EGFP-CEBPB	CEBPB	MA0466	2	11051	CORE	K562	ENCSR416QLJ
CEBPB	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	CEBPB	CEBPB	MA0466	2	11051	CORE	GM12878	ENCSR681NOM
CEBPD	C/EBP-DELTA|CELF|CRP3|NF-IL6-BETA	yes	CEBPD	CEBPD	MA0836	1	11052	CORE	HepG2	ENCSR000BQJ
CEBPD	C/EBP-DELTA|CELF|CRP3|NF-IL6-BETA	yes	CEBPD	CEBPD	MA0836	1	11052	CORE	K562	ENCSR000BVY
CEBPG	GPE1BP|IG/EBP-1	yes	EGFP-CEBPG	CEBPG	MA0838	1	11054	CORE	MCF-7	ENCSR094ZCF
CEBPG	GPE1BP|IG/EBP-1	yes	EGFP-CEBPG	CEBPG	MA0838	1	11054	CORE	K562	ENCSR620VIC
CREB1	CREB	yes	CREB1	CREB1	MA0018	3	TODO	CORE	A549	ENCSR000BRA
CREB1	CREB	yes	CREB1	CREB1	MA0018	3	TODO	CORE	A549	ENCSR000BRB
CREB1	CREB	yes	CREB1	CREB1	MA0018	3	TODO	CORE	A549	ENCSR000BRC
CREB1	CREB	yes	CREB1	CREB1	MA0018	3	TODO	CORE	H1-hESC	ENCSR000BSN
CREB1	CREB	yes	CREB1	CREB1	MA0018	3	TODO	CORE	K562	ENCSR000BSO
CREB1	CREB	yes	CREB1	CREB1	MA0018	3	TODO	CORE	GM12878	ENCSR000BUF
CREB1	CREB	yes	CREB1	CREB1	MA0018	3	TODO	CORE	Ishikawa	ENCSR000BUR
CREB1	CREB	yes	CREB1	CREB1	MA0018	3	TODO	CORE	HepG2	ENCSR000BVL
CREB1	CREB	yes	FLAG-CREB1	CREB1	MA0018	3	TODO	CORE	HepG2	ENCSR331ORD
CREB3	LUMAN|LZIP	yes	EGFP-CREB3	CREB3	MA0638	1	10803	CORE	K562	ENCSR093FKD
CREB3L1	OASIS	yes	CREB3L1	CREB3L1	MA0839	1	11055	CORE	K562	ENCSR109YGM
CREM	CREM-2|ICER|HCREM-2	yes	CREM	CREM	MA0609	1	10772	CORE	K562	ENCSR077DKV
CREM	CREM-2|ICER|HCREM-2	yes	CREM	CREM	MA0609	1	10772	CORE	GM12878	ENCSR839XZU
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	MCF-7	ENCSR000AHD
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12878	ENCSR000AKB
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	K562	ENCSR000AKO
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	endothelial	ENCSR000ALA
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	keratinocyte	ENCSR000ALJ
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	mammary	ENCSR000ALV
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	HepG2	ENCSR000AMA
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	H1-hESC	ENCSR000AMF
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	skeletal	ENCSR000ANE
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	fibroblast	ENCSR000ANO
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	myotube	ENCSR000ANS
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	HeLa-S3	ENCSR000AOA
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	astrocyte	ENCSR000AOO
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	osteoblast	ENCSR000APF
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	fibroblast	ENCSR000APM
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	DND-41	ENCSR000AQU
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	CD14-positive	ENCSR000ATN
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	A549	ENCSR000AUE
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	A549	ENCSR000AUF
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	B	ENCSR000AUV
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	A549	ENCSR000BHV
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	A549	ENCSR000BHW
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	HepG2	ENCSR000BIE
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	SK-N-SH	ENCSR000BLX
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	H1-hESC	ENCSR000BNH
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	T47D	ENCSR000BNO
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	K562	ENCSR000BPJ
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	Ishikawa	ENCSR000BQE
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	HCT116	ENCSR000BSE
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	H54	ENCSR000DKN
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM10248	ENCSR000DKP
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM10266	ENCSR000DKR
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12878	ENCSR000DKV
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12891	ENCSR000DKX
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12892	ENCSR000DKY
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM13976	ENCSR000DKZ
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM13977	ENCSR000DLB
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM19238	ENCSR000DLD
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM19239	ENCSR000DLE
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM19240	ENCSR000DLF
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM20000	ENCSR000DLG
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	H1-hESC	ENCSR000DLK
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	HeLa-S3	ENCSR000DLO
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	HepG2	ENCSR000DLS
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	endothelial	ENCSR000DLW
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	K562	ENCSR000DMA
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	kidney	ENCSR000DMC
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	LNCaP	ENCSR000DME
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	LNCaP	ENCSR000DMF
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	lung	ENCSR000DMH
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	MCF-7	ENCSR000DML
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	MCF-7	ENCSR000DMO
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	MCF-7	ENCSR000DMR
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	MCF-7	ENCSR000DMS
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	MCF-7	ENCSR000DMV
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	medulloblastoma	ENCSR000DMY
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	A549	ENCSR000DNA
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	keratinocyte	ENCSR000DNC
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	pancreas	ENCSR000DND
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	spleen	ENCSR000DNI
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	A549	ENCSR000DPF
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	fibroblast	ENCSR000DPG
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	fibroblast	ENCSR000DPM
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	fibroblast	ENCSR000DPP
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	fibroblast	ENCSR000DPS
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	fibroblast	ENCSR000DPV
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	fibroblast	ENCSR000DPY
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	BE2C	ENCSR000DQD
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	BJ	ENCSR000DQI
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	Caco-2	ENCSR000DQN
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM06990	ENCSR000DQW
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12801	ENCSR000DQY
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12864	ENCSR000DRB
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12865	ENCSR000DRE
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12866	ENCSR000DRF
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12867	ENCSR000DRH
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12868	ENCSR000DRI
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12869	ENCSR000DRJ
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12870	ENCSR000DRK
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12871	ENCSR000DRL
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12872	ENCSR000DRN
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12873	ENCSR000DRP
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12874	ENCSR000DRR
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12875	ENCSR000DRU
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12878	ENCSR000DRZ
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	astrocyte	ENCSR000DSU
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	astrocyte	ENCSR000DSZ
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	brain	ENCSR000DTA
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	cardiac	ENCSR000DTF
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	cardiac	ENCSR000DTI
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	choroid	ENCSR000DTL
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	HCT116	ENCSR000DTO
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	epithelial	ENCSR000DTR
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	HEK293	ENCSR000DTW
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	HeLa-S3	ENCSR000DUB
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	HepG2	ENCSR000DUG
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	foreskin	ENCSR000DUH
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	HFF-Myc	ENCSR000DUM
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	HL-60	ENCSR000DUP
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	mammary	ENCSR000DUS
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	fibroblast	ENCSR000DUU
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	fibroblast	ENCSR000DUX
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	fibroblast	ENCSR000DVA
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	kidney	ENCSR000DVH
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	retinal	ENCSR000DVI
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	endothelial	ENCSR000DVP
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	fibroblast	ENCSR000DVQ
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	K562	ENCSR000DWE
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	MCF-7	ENCSR000DWH
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	NB4	ENCSR000DWN
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	foreskin	ENCSR000DWQ
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	keratinocyte	ENCSR000DWX
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	fibroblast	ENCSR000DWY
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	epithelial	ENCSR000DXD
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	bronchial	ENCSR000DXI
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	SK-N-SH	ENCSR000DXQ
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	WERI-Rb-1	ENCSR000DXW
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	WI38	ENCSR000DYB
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	A549	ENCSR000DYD
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	GM12878	ENCSR000DZN
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	IMR-90	ENCSR000EFI
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	K562	ENCSR000EGM
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	SK-N-SH	ENCSR000EIC
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	OCI-LY7	ENCSR027HML
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	DOHH2	ENCSR084RDK
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	Karpas-422	ENCSR113REG
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	SUDHL6	ENCSR125DKL
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	Loucy	ENCSR464DKE
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	A673	ENCSR611JJS
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	OCI-LY3	ENCSR756ZKG
CTCF	NA	yes	CTCF	CTCF	MA0139	1	9367	CORE	neural	ENCSR822CEA
CTCFL	BORIS|CT27|CTCF-T|HMGB1L1|DJ579F20.2	yes	CTCFL	CTCFL	MA1102	1	TODO	CORE	K562	ENCSR000BNK
CUX1	CASP|CDP|CDP/CUT|CDP1|COY1|CUTL1|CUX|CLOX|CUX/CDP|GOLIM6|NBLA10317|P100|P110|P200|P75	yes	CUX1	CUX1	MA0754	1	10952	CORE	GM12878	ENCSR000DYR
CUX1	CASP|CDP|CDP/CUT|CDP1|COY1|CUTL1|CUX|CLOX|CUX/CDP|GOLIM6|NBLA10317|P100|P110|P200|P75	yes	CUX1	CUX1	MA0754	1	10952	CORE	K562	ENCSR000EFO
CUX1	CASP|CDP|CDP/CUT|CDP1|COY1|CUTL1|CUX|CLOX|CUX/CDP|GOLIM6|NBLA10317|P100|P110|P200|P75	yes	CUX1	CUX1	MA0754	1	10952	CORE	MCF-7	ENCSR017CEO
CUX1	CASP|CDP|CDP/CUT|CDP1|COY1|CUTL1|CUX|CLOX|CUX/CDP|GOLIM6|NBLA10317|P100|P110|P200|P75	yes	CUX1	CUX1	MA0754	1	10952	CORE	HepG2	ENCSR049KIZ
CUX1	CASP|CDP|CDP/CUT|CDP1|COY1|CUTL1|CUX|CLOX|CUX/CDP|GOLIM6|NBLA10317|P100|P110|P200|P75	yes	EGFP-CUX1	CUX1	MA0754	1	10952	CORE	K562	ENCSR178NTX
E2F1	E2F-1|RBAP1|RBBP3|RBP3	yes	E2F1	E2F1	MA0024	3	11084	CORE	HeLa-S3	ENCSR000EVJ
E2F1	E2F-1|RBAP1|RBBP3|RBP3	yes	HA-E2F1	E2F1	MA0024	3	11084	CORE	HeLa-S3	ENCSR000EVM
E2F1	E2F-1|RBAP1|RBBP3|RBP3	yes	HA-E2F1	E2F1	MA0024	3	11084	CORE	MCF-7	ENCSR000EWX
E2F4	E2F-4	yes	E2F4	E2F4	MA0470	1	10590	CORE	MCF	ENCSR000DOR
E2F4	E2F-4	yes	E2F4	E2F4	MA0470	1	10590	CORE	GM12878	ENCSR000DYY
E2F4	E2F-4	yes	E2F4	E2F4	MA0470	1	10590	CORE	HeLa-S3	ENCSR000EVL
E2F4	E2F-4	yes	E2F4	E2F4	MA0470	1	10590	CORE	K562	ENCSR000EWL
E2F4	E2F-4	yes	EGFP-E2F4	E2F4	MA0470	1	10590	CORE	MCF-7	ENCSR505NMN
E2F6	E2F-6	yes	E2F6	E2F6	MA0471	1	10591	CORE	K562	ENCSR000BLI
E2F6	E2F-6	yes	E2F6	E2F6	MA0471	1	10591	CORE	H1-hESC	ENCSR000BSI
E2F6	E2F-6	yes	E2F6	E2F6	MA0471	1	10591	CORE	A549	ENCSR000BTC
E2F6	E2F-6	yes	E2F6	E2F6	MA0471	1	10591	CORE	HeLa-S3	ENCSR000EVK
E2F6	E2F-6	yes	E2F6	E2F6	MA0471	1	10591	CORE	K562	ENCSR000EWJ
EBF1	COE1|EBF|O/E-1|OLF1	yes	EBF1	EBF1	MA0154	3	10805	CORE	GM12878	ENCSR000BGU
EBF1	COE1|EBF|O/E-1|OLF1	yes	EBF1	EBF1	MA0154	3	10805	CORE	GM12878	ENCSR000DZQ
EGR1	AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225	yes	EGR1	EGR1	MA0162	3	TODO	CORE	H1-hESC	ENCSR000BJA
EGR1	AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225	yes	EGR1	EGR1	MA0162	3	TODO	CORE	GM12878	ENCSR000BMQ
EGR1	AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225	yes	EGR1	EGR1	MA0162	3	TODO	CORE	K562	ENCSR000BNE
EGR1	AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225	yes	EGR1	EGR1	MA0162	3	TODO	CORE	GM12878	ENCSR000BRG
EGR1	AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225	yes	EGR1	EGR1	MA0162	3	TODO	CORE	HCT116	ENCSR000BRZ
EGR1	AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225	yes	EGR1	EGR1	MA0162	3	TODO	CORE	Ishikawa	ENCSR000BSQ
EGR1	AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225	yes	EGR1	EGR1	MA0162	3	TODO	CORE	MCF-7	ENCSR000BUX
ELF1	NA	yes	ELF1	ELF1	MA0473	2	10958	CORE	GM12878	ENCSR000BMB
ELF1	NA	yes	ELF1	ELF1	MA0473	2	10958	CORE	K562	ENCSR000BMD
ELF1	NA	yes	ELF1	ELF1	MA0473	2	10958	CORE	HepG2	ENCSR000BMZ
ELF1	NA	yes	ELF1	ELF1	MA0473	2	10958	CORE	A549	ENCSR000BPT
ELF1	NA	yes	ELF1	ELF1	MA0473	2	10958	CORE	MCF-7	ENCSR000BSS
ELF1	NA	yes	ELF1	ELF1	MA0473	2	10958	CORE	SK-N-SH	ENCSR000BTA
ELF1	NA	yes	ELF1	ELF1	MA0473	2	10958	CORE	HCT116	ENCSR000BVH
ELF1	NA	yes	EGFP-ELF1	ELF1	MA0473	2	10958	CORE	MCF-7	ENCSR475SOC
ELF1	NA	yes	EGFP-ELF1	ELF1	MA0473	2	10958	CORE	K562	ENCSR975SSR
ELK1	NA	yes	ELK1	ELK1	MA0028	2	11094	CORE	GM12878	ENCSR000DZB
