TF_NAME	SYNONYM	DNA_BINDING	ENCODE_TF_NAME	JASPAR_TF_NAME	PFM_ID	VERSION	JASPAR_ID	COLLECTION	CELL_LINE	DATA_SET
USF1	FCHL|FCHL1|HYPLIP1|MLTF|MLTFI|UEF|BHLHB11	yes	USF1	USF1	MA0093	2	10681	CORE	H1-hESC	ENCSR000BIU
USF1	FCHL|FCHL1|HYPLIP1|MLTF|MLTFI|UEF|BHLHB11	yes	USF1	USF1	MA0093	2	10681	CORE	A549	ENCSR000BJB
USF1	FCHL|FCHL1|HYPLIP1|MLTF|MLTFI|UEF|BHLHB11	yes	USF1	USF1	MA0093	2	10681	CORE	K562	ENCSR000BKT
USF1	FCHL|FCHL1|HYPLIP1|MLTF|MLTFI|UEF|BHLHB11	yes	USF1	USF1	MA0093	2	10681	CORE	SK-N-SH	ENCSR000BMF
USF1	FCHL|FCHL1|HYPLIP1|MLTF|MLTFI|UEF|BHLHB11	yes	USF1	USF1	MA0093	2	10681	CORE	A549	ENCSR000BPV
USF1	FCHL|FCHL1|HYPLIP1|MLTF|MLTFI|UEF|BHLHB11	yes	USF1	USF1	MA0093	2	10681	CORE	Ishikawa	ENCSR000BSX
USF1	FCHL|FCHL1|HYPLIP1|MLTF|MLTFI|UEF|BHLHB11	yes	USF1	USF1	MA0093	2	10681	CORE	SK-N-SH	ENCSR000BTZ
USF1	FCHL|FCHL1|HYPLIP1|MLTF|MLTFI|UEF|BHLHB11	yes	USF1	USF1	MA0093	2	10681	CORE	HCT116	ENCSR000BVK
USF2	FIP|BHLHB12	yes	EGFP-USF2	USF2	MA0526	2	10646	CORE	K562	ENCSR359NFW
USF2	FIP|BHLHB12	yes	USF2	USF2	MA0526	2	10646	CORE	GM12878	ENCSR000DZU
USF2	FIP|BHLHB12	yes	USF2	USF2	MA0526	2	10646	CORE	H1-hESC	ENCSR000ECD
USF2	FIP|BHLHB12	yes	USF2	USF2	MA0526	2	10646	CORE	HeLa-S3	ENCSR000ECW
USF2	FIP|BHLHB12	yes	USF2	USF2	MA0526	2	10646	CORE	HepG2	ENCSR000EEF
USF2	FIP|BHLHB12	yes	USF2	USF2	MA0526	2	10646	CORE	K562	ENCSR000EHG
USF2	FIP|BHLHB12	yes	USF2	USF2	MA0526	2	10646	CORE	A549	ENCSR563FBT
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	NT2	YY1	MA0095	2	10682	CORE	NT2/	ENCSR000EXG
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	H1-hESC	ENCSR000BKD
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	GM12891	ENCSR000BKJ
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	K562	ENCSR000BKU
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	GM12892	ENCSR000BLT
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	SK-N-SH	ENCSR000BLZ
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	K562	ENCSR000BMH
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	GM12878	ENCSR000BNP
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	HepG2	ENCSR000BNT
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	HCT116	ENCSR000BNX
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	A549	ENCSR000BPM
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	SK-N-SH	ENCSR000BSM
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	Ishikawa	ENCSR000BSY
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	GM12878	ENCSR000EUM
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	K562	ENCSR000EWF
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	liver	ENCSR382MOM
YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	YY1	YY1	MA0095	2	10682	CORE	liver	ENCSR994YLZ
ZBED1	ALTE|DREF|TRAMP|HDREF	yes	ZBED1	ZBED1	MA0749	1	10946	CORE	GM12878	ENCSR207PFI
ZBED1	ALTE|DREF|TRAMP|HDREF	yes	ZBED1	ZBED1	MA0749	1	10946	CORE	K562	ENCSR286PCG
ZBTB33	ZNF-KAISO|ZNF348	yes	ZBTB33	ZBTB33	MA0527	1	10647	CORE	GM12878	ENCSR000BHC
ZBTB33	ZNF-KAISO|ZNF348	yes	ZBTB33	ZBTB33	MA0527	1	10647	CORE	HepG2	ENCSR000BHR
ZBTB33	ZNF-KAISO|ZNF348	yes	ZBTB33	ZBTB33	MA0527	1	10647	CORE	K562	ENCSR000BKF
ZBTB33	ZNF-KAISO|ZNF348	yes	ZBTB33	ZBTB33	MA0527	1	10647	CORE	HepG2	ENCSR000BNA
ZBTB33	ZNF-KAISO|ZNF348	yes	ZBTB33	ZBTB33	MA0527	1	10647	CORE	HCT116	ENCSR000BNY
ZBTB33	ZNF-KAISO|ZNF348	yes	ZBTB33	ZBTB33	MA0527	1	10647	CORE	A549	ENCSR000BPZ
ZBTB33	ZNF-KAISO|ZNF348	yes	ZBTB33	ZBTB33	MA0527	1	10647	CORE	SK-N-SH	ENCSR000BTS
ZBTB7A	FBI-1|FBI1|LRF|ZBTB7|ZNF857A|POKEMON	yes	ZBTB7A	ZBTB7A	MA0750	2	10947	CORE	K562	ENCSR000BME
ZBTB7A	FBI-1|FBI1|LRF|ZBTB7|ZNF857A|POKEMON	yes	ZBTB7A	ZBTB7A	MA0750	2	10947	CORE	HepG2	ENCSR000BQA
ZBTB7A	FBI-1|FBI1|LRF|ZBTB7|ZNF857A|POKEMON	yes	ZBTB7A	ZBTB7A	MA0750	2	10947	CORE	Ishikawa	ENCSR000BSZ
ZEB1	AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A	yes	ZEB1	ZEB1	MA0103	3	10683	CORE	GM12878	ENCSR000BND
ZEB1	AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A	yes	ZEB1	ZEB1	MA0103	3	10683	CORE	HepG2	ENCSR000BVN
ZFX	ZNF926	yes	EGFP-ZFX	ZFX	MA0146	2	10579	CORE	K562	ENCSR920ASP
ZNF143	SBF|STAF|PHZ-1	yes	ZNF143	ZNF143	MA0088	2	10949	CORE	GM12878	ENCSR000DZL
ZNF143	SBF|STAF|PHZ-1	yes	ZNF143	ZNF143	MA0088	2	10949	CORE	H1-hESC	ENCSR000EBW
ZNF143	SBF|STAF|PHZ-1	yes	ZNF143	ZNF143	MA0088	2	10949	CORE	HeLa-S3	ENCSR000ECO
ZNF143	SBF|STAF|PHZ-1	yes	ZNF143	ZNF143	MA0088	2	10949	CORE	K562	ENCSR000EGP
ZNF143	SBF|STAF|PHZ-1	yes	ZNF143	ZNF143	MA0088	2	10949	CORE	HepG2	ENCSR101FJT
ZNF24	KOX17|RSG-A|ZNF191|ZSCAN3|ZFP191	yes	EGFP-ZNF24	ZNF24	MA1124	1	TODO	CORE	K562	ENCSR117WTM
ZNF24	KOX17|RSG-A|ZNF191|ZSCAN3|ZFP191	yes	ZNF24	ZNF24	MA1124	1	TODO	CORE	K562	ENCSR385AHH
ZNF263	FPM315|ZKSCAN12	yes	ZNF263	ZNF263	MA0528	1	10648	CORE	HEK293	ENCSR000EVD
ZNF263	FPM315|ZKSCAN12	yes	ZNF263	ZNF263	MA0528	1	10648	CORE	K562	ENCSR000EWN
ZNF384	CAGH1|CAGH1A|CIZ|ERDA2|NMP4|NP|TNRC1	yes	ZNF384	ZNF384	MA1125	1	TODO	CORE	GM12878	ENCSR000DYP
ZNF384	CAGH1|CAGH1A|CIZ|ERDA2|NMP4|NP|TNRC1	yes	ZNF384	ZNF384	MA1125	1	TODO	CORE	K562	ENCSR000EFP
ZNF384	CAGH1|CAGH1A|CIZ|ERDA2|NMP4|NP|TNRC1	yes	ZNF384	ZNF384	MA1125	1	TODO	CORE	HepG2	ENCSR101FJU
ZNF740	ZFP740	no	EGFP-ZNF740	ZNF740	MA0753	1	10951	CORE	K562	ENCSR737UST
